Country,Year,Data.Health.Birth Rate,Data.Health.Death Rate,Data.Health.Fertility Rate,"Data.Health.Life Expectancy at Birth, Female","Data.Health.Life Expectancy at Birth, Male","Data.Health.Life Expectancy at Birth, Total",Data.Health.Population Growth,Data.Health.Total Population,Data.Infrastructure.Mobile Cellular Subscriptions,Data.Infrastructure.Mobile Cellular Subscriptions per 100 People,geo,World bank region
Nicaragua,1980,44.763,11.002,6.232,60.797,55.587,58.1284634146342,2.9601679348637,3157930.0,0.0,0.0,nic,Latin America & Caribbean
Nicaragua,1981,44.316,10.775,6.131,61.328,55.801,58.4970975609756,2.88828516104847,3250470.0,0.0,0.0,nic,Latin America & Caribbean
Nicaragua,1982,43.764,10.531,6.018,61.85,56.038,58.8731219512195,2.82293283436274,3343536.0,0.0,0.0,nic,Latin America & Caribbean
Nicaragua,1983,43.1,10.268,5.89,62.372,56.309,59.2665609756098,2.75750144153612,3437017.0,0.0,0.0,nic,Latin America & Caribbean
Nicaragua,1984,42.331,9.985,5.746,62.903,56.629,59.6894878048781,2.66755131484858,3529935.0,0.0,0.0,nic,Latin America & Caribbean
Nicaragua,1985,41.476,9.68,5.589,63.448,57.01,60.1504878048781,2.54892766103013,3621067.0,0.0,0.0,nic,Latin America & Caribbean
Nicaragua,1986,40.581,9.349,5.426,64.014,57.481,60.6678292682927,2.41844335341468,3709708.0,0.0,0.0,nic,Latin America & Caribbean
Nicaragua,1987,39.702,8.991,5.267,64.608,58.062,61.2551707317073,2.27109534642915,3794923.0,0.0,0.0,nic,Latin America & Caribbean
Nicaragua,1988,38.881,8.609,5.118,65.225,58.753,61.9100731707317,2.14813620905991,3877325.0,0.0,0.0,nic,Latin America & Caribbean
Nicaragua,1989,38.139,8.213,4.985,65.858,59.536,62.6199024390244,2.10066189723643,3959636.0,0.0,0.0,nic,Latin America & Caribbean
Nicaragua,1990,37.475,7.812,4.865,66.5,60.39,63.3704878048781,2.14834541066806,4045623.0,0.0,0.0,nic,Latin America & Caribbean
Nicaragua,1991,36.856,7.42,4.754,67.138,61.275,64.135,2.25257895751415,4137788.0,0.0,0.0,nic,Latin America & Caribbean
Nicaragua,1992,36.227,7.05,4.642,67.757,62.148,64.8840975609756,2.37304719240011,4237154.0,0.0,0.0,nic,Latin America & Caribbean
Nicaragua,1993,35.532,6.711,4.519,68.346,62.968,65.5914146341463,2.45167197496806,4342319.0,0.0,0.0,nic,Latin America & Caribbean
Nicaragua,1994,34.735,6.411,4.381,68.9,63.705,66.2391463414634,2.45789262843689,4450371.0,324.0,0.0072802919127416,nic,Latin America & Caribbean
Nicaragua,1995,33.833,6.152,4.225,69.42,64.347,66.8216341463415,2.37044787429955,4557125.0,2183.0,0.04790300902433,nic,Latin America & Caribbean
